"title","date","body"
"vietnam, jail, man, year, attempt, overthrow, state","January 23, 2019","hanoi, court, vietnam, jail, man, year, attempt, overthrow, state, cahoot, group, base, united, state, ministry, public, security, van, binh, accuse, court, work, group, call, national, government, vietnam, oppose, rule, communist, party, ministry, statement, official, activity, serious, violation, law, undermine, national, unity, infringe, national, security, go, national, interest, ministry, cite, state, present, oneday, trial, central, province, khanh, hoadespite, sweeping, economic, reform, increase, openness, social, change, vietnam, rule, communist, party, retains, tight, medium, censorship, tolerate, uploaded, post, facebook, account, smear, image, ho, chi, minh, leader, party, state, ministry, statement, refer, vietnamese, leader, found, facebook, post, distort, partys, history, guidance, state, policy, law, aim, people, ministry, saida, facebook, decline, unable, identify, contact, binhs, call, court, go, national, government, vietnam, list, ministry, public, security, terrorist, respond, request, commentthe, leader, dao, minh, quan, assign, binh, recruit, people, join, group, use, telephone, show, videos, create, neighbour, ministry, widely, use, vietnam, serf, main, platform, dissident, vietnam, accuse, facebook, violate, law, allow, user, post, james, pearson, hanoi, additional, reporting, alex, los, angeles, edit, robert, birselour"
"toxic, substance, find, diaper, france, government, agency","January 23, 2019","paris, variety, toxic, substance, include, widelyused, weedkiller, glyphosate, find, baby, diaper, france, accord, study, french, agency, ansesthe, study, research, find, substance, include, use, beauty, product, certain, aromatic, well, glyphosate, pose, potential, risksthe, french, government, retailer, ensure, substance, remove, diapersthe, agency, health, risk, could, exclude, although, french, health, minister, agnes, buzyn, current, situation, diaper, make, pose, danger, health, minister, francois, de, rugy, finance, minister, bruno, le, maire, issue, joint, statement, call, retailer, take, measure, next, day, eliminate, substance, baby, bruno, le, maire, francois, de, rugy, call, company, take, necessary, measure, make, sure, nappy, safe, possible, write, buzyn, immediate, serious, risk, health, child, paramount, take, offpatent, market, worldwide, dozen, chemical, group, due, phase, france, year, although, farmer, exempt, ban, credible, sophie, louet, write, sudip, kargupta, edit, darren, schuettler, gareth, jonesour"
"transocean, announces, early, result, cash, tender, offer","January 23, 2019","transocean, transocean, announces, early, result, cash, tender, offer, transocean, tender, offer, consent, expire, midnight, york, city, end, source, text, eikon, company, uphereour"
"see, fullyear, profit","January 23, 2019","british, service, company, plc, expect, fullyear, adjusted, pretax, result, marginally, help, high, spending, germany, unite, kingdomthe, company, revenue, rise, percent, end, report, adil, bhat, bengaluru, edit, saumyadeb"
"newark, airport, resume, normal, operation, drone, sighting, halt, traffic","January 23, 2019","washington, report, drone, sighting, northern, jersey, halt, arrival, newark, liberty, airport, normal, operation, resume, official, saida, spokesman, federal, aviation, faa, earlier, flight, newark, th, busy, airport, briefly, suspend, drone, see, fly, foot, nearby, teterboro, airport, small, regional, airport, mile, away, mostly, handle, corporate, jet, private, planesthe, federal, agency, drone, sighting, turn, law, faa, air, traffic, control, system, command, center, briefly, issue, ground, stop, newark, cite, drone, activity, accord, document, post, websitethe, port, authority, york, jersey, operate, newark, teterboro, airport, later, twitter, normal, operation, resume, faa, law, airline, large, carrier, newark, aware, report, drone, activity, work, airport, faa, impact, operation, minimalthe, issue, drone, impact, commercial, air, traffic, take, urgency, report, drone, sighting, united, kingdom, impact, air, flight, london, heathrow, airport, halt, hour, drone, sight, europe, busy, air, hubgatwick, airport, london, second, busy, airport, severely, disrupt, drone, sight, day, result, flight, cancel, divert, affect, airport, respond, gatwick, incident, order, antidrone, department, propose, rule, would, allow, drone, operate, populate, area, end, special, permit, use, action, expect, help, speed, commercial, usethe, note, nearly, registered, drone, united, state, register, drone, operator, official, additional, drone, congress, last, give, department, justice, department, homeland, security, power, disable, destroy, drone, official, raise, concern, use, drone, potential, weaponsin, small, civilian, drone, strike, army, uhm, black, hawk, helicopter, staten, island, york, helicopter, land, safely, damagesign, david, shepardson, additional, reporting, tracy, rucinski, chicago, edit, crosseour"
"hk, stock, rise, stimulus, pledge, trade, woe, cap, gain","January 23, 2019","pct, csi, pct, hsi, pctchina, step, fiscal, spending, tosupport, economy, wont, soften, hardline, make, deal, hong, kong, stock, rise, beijing, vow, boost, fiscal, spending, shore, economic, growth, though, gain, curbed, worry, sinous, trade, dispute, csi, index, inch, percent, point, end, session, shanghai, composite, index, gain, percent, point, hang, seng, index, add, percent, point, hong, kong, index, gain, percent, point, step, fiscal, spending, support, economy, focus, cut, tax, fee, small, firm, finance, ministry, official, mounting, pressure, world, economy, push, growth, last, low, even, beijing, step, stimulus, measure, spur, bank, lend, put, dent, sentiment, report, financial, time, reject, offer, trade, talk, ahead, highlevel, schedule, next, white, house, economic, adviser, larry, kudlow, push, back, report, trade, meeting, official, cancel, story, true, much, president, want, boost, market, trade, pact, soften, position, beijing, must, make, real, structural, reform, include, handle, property, reach, deal, adviser, huawei, supplier, telecom, stock, sag, trade, united, state, seek, telecom, giant, cfo, region, mscis, asia, exjapan, stock, index, weaker, percent, japan, nikkei, index, percent, yuan, quote, per, dollar, percent, firmer, previous, close, large, percentage, gainer, main, shanghai, composite, index, sichuan, hongda, gain, much, percent, follow, lanzhou, greatwall, electircal, gain, percent, zhengjiang, huazheng, material, percent, large, percentage, loss, shanghai, index, xinjiang, winka, time, department, store, lose, much, percent, follow, wintime, energy, lose, percent, wingtech, technology, percent, far, shanghai, stock, index, percent, china, hshare, index, percent, shanghai, stock, rise, percent, top, gainer, hshares, tower, corp, percent, follow, great, wall, motor, gain, percent, telecom, corp, percent, big, hshares, percentage, decliners, huatai, security, fall, percent, cnooc, lose, percent, vanke, percent, share, trade, far, shanghai, exchange, roughly, percent, market, move, average, share, volume, trade, last, trading, gmt, chinas, ashares, trade, premium, percent, hong, konglisted, luoyan, liu, john, ruwitch, edit, sherry"
"indias, gail, offer, lng, cargo, cove","January 23, 2019","london, indias, gail, offer, cargo, liquefy, natural, gas, lng, load, cove, point, terminal, united, state, industry, source, cargo, offer, fob, basis, load, next, tender, close, midday, singapore, bid, valid, midnight, indian, importer, deal, buy, tonne, lng, split, dominion, energy, cove, point, plant, cheniere, energys, sabine, pas, site, second, tender, gail, gulf, cargo, less, previous, tender, volume, sabine, pas, close, swiss, trader, gunvor, tender, source, saidsign, ekaterina, kravtsova, edit, nina"
"china, cnooc, boost, spend, target, high, increase, domestic, drilling","January 23, 2019","china, stateowned, offshore, oil, gas, producer, cnooc, confident, achieve, spending, target, high, respond, call, build, nation, petroleum, output, company, plan, spend, yuan, production, cnooc, press, release, compare, expect, yuan, capital, spending, beijing, call, state, oil, giant, increase, domestic, help, meet, strong, crude, demand, counter, fall, output, mature, field, come, president, xi, jinping, urged, oil, company, improve, national, security, boost, domestic, production, reservesin, response, call, cnooc, pledge, last, double, activity, prove, oil, gas, reserve, next, yearsthe, company, allocate, spending, domestic, production, make, percent, total, versus, last, year, percentour, main, focus, explore, large, oil, gas, field, speed, natural, gas, company, plan, publish, drill, take, yuan, percent, total, spending, overseas, work, account, remain, percentthe, yuan, compare, yuan, estimate, nearly, double, global, cnooc, speed, spending, stabroek, block, offshore, guyana, exxon, mobilled, consortium, include, company, tap, reserve, barrel, oil, expect, bring, project, include, egina, oilfield, nigeria, huizhou, oilfield, south, sea, stream, company, saidit, also, expect, drill, well, saidthe, company, total, oil, gas, production, reach, barrel, oil, equivalent, barrel, reduce, cost, produce, barrel, oil, company, chief, executive, officer, yuan, guangyu, presser, give, specific, domestic, production, account, percent, total, production, compare, percent, last, company, meng, meng, beijing, aizhu, chen, singapore, edit, tom, hogueour"
"japan, crude, import, fall, low, population, shrink","January 23, 2019","japan, crude, oil, import, fall, pct, low, least, lng, purchase, percent, low, coal, import, drop, pct, low, thermal, coal, import, decline, pct, low, add, detail, table, bullet, tokyo, japan, oil, import, fell, low, least, liquefied, natural, gas, lng, purchase, coal, import, also, drop, reflect, country, decline, population, slow, economic, growth, figure, also, underscore, improved, energy, efficiency, emergence, fuel, power, generation, transport, rise, nuclear, power, output, last, japan, reduce, fossil, fuel, import, japan, crude, oil, import, slide, percent, earlier, ministry, finance, japan, world, crude, buyer, import, barrel, per, bpd, kilolitre, crude, oil, last, data, show, figure, mark, low, record, keep, start, official, custom, office, import, cost, jump, percent, earlier, due, high, average, annual, price, crude, oil, import, lng, slid, percent, tonne, low, value, increase, percent, japan, worlds, big, importer, lng, gas, chill, liquid, form, ship, import, thermal, coal, power, generation, decline, percent, tonne, data, show, following, table, lay, japan, fossil, fuel, import, volume, crude, barrel, per, bpd, oil, product, kilolitre, lng, lpg, coal, tonne, value, yen, fuel, volume, yryr, value, yryr, mineral, fuel, na, na, crude, oil, oil, product, na, na, lng, lpg, coal, thermal, coal, fullyear, fuel, volume, yryr, value, yryr, mineral, fuel, na, na, crude, oil, oil, product, na, na, lng, lpg, coal, thermal, coal, report, yuka, obayashi, edit, christian, uphereour"
"brazil, bolsonaro, use, davos, speech, appeal, big, business","January 23, 2019","davos, brazil, rightwing, president, jair, bolsonaro, throw, welcome, mat, big, business, foreign, investor, tell, summit, ceo, davos, government, would, make, country, top, would, work, brazil, relatively, close, economy, reduce, simplify, tax, privatise, state, company, give, justice, minister, tool, tackle, former, army, captain, turn, politician, elect, wave, sentiment, country, feed, political, graft, painful, economic, downturnwe, enjoy, carry, reform, need, world, expect, bolsonaro, tell, davos, audiencewe, reduce, tax, burden, simplify, tax, rule, make, life, easy, want, produce, business, invest, create, job, saiditem, brazils, president, jair, bolsonaro, attends, world, economic, forum, wef, annual, meeting, davos, president, jair, bolsonaro, attends, world, economic, forum, wef, annual, meeting, davos, vow, restore, stability, fiscal, discipline, however, mention, pension, reform, big, challenge, gap, budget, deficithe, assure, investor, fulfil, campaign, promise, form, cabinet, engage, political, lead, rampant, corruption, pasthe, justice, minister, sergio, moro, davos, man, fight, corruption, money, launder, moro, oversaw, brazil, big, graft, ever, land, powerful, jail, include, former, leftist, president, luiz, inacio, lula, da, government, would, balance, economic, brazil, include, world, large, rainforest, many, consider, vital, defence, global, warminghis, government, appear, drop, plan, exit, paris, agreement, climate, change, worry, policy, favour, farm, interest, speed, amazonthe, story, refiles, correct, typo, paragraph, change, report, anthony, boadle, brasilia, edit, phil"
"european, share, dip, ingenico, metrobank, add, macro, gloom","January 23, 2019","london, european, share, retreat, batch, corporate, update, prompt, fresh, concern, tech, sector, add, worry, global, growth, slowdown, sinous, trade, gmt, stoxx, percent, bourse, europe, lose, ground, number, steep, individual, fall, opena, profit, warning, ingenico, send, french, payment, group, percent, hit, whole, european, tech, sector, retreat, sector, asml, hold, nv, major, supplier, world, large, computer, chipmakers, fuel, concern, caution, investor, warn, sale, would, weak, customer, delay, order, second, half, profit, miss, metro, bank, trigger, percent, fall, give, respite, banking, sector, already, weaken, previous, session, swiss, bank, ubss, earnings, retailer, much, spot, trade, black, group, carrefour, ahold, delhaize, post, trade, update, gain, percent, percent, julien, ponthus, edit, catherine, evansour"
"fbi, join, shoot, death, texas, mansion","January 23, 2019","fbi, assist, local, police, shoot, death, woman, daughter, home, gate, community, san, antonio, initially, see, possible, county, sheriff, javier, salazar, requested, technical, assistance, federal, bureau, detective, probe, death, nichol, olsen, alexa, montez, london, bribiescas, mansionwe, owe, nichol, alexa, london, family, find, truth, meticulous, always, well, tool, disposal, eye, case, salazar, write, would, remain, ruling, bexar, county, medical, examiner, olsens, death, single, gunshot, wound, head, examiner, girl, victim, homicide, montez, die, gunshot, wound, head, bribiescas, slain, round, struck, head, neckwe, cant, medical, examiner, case, close, weve, still, get, murder, point, sheriff, tell, conference, olsens, boyfriend, charlie, wheeler, call, emergency, line, report, return, home, share, find, olsen, girl, dead, upstairs, accord, sheriff, san, antonio, report, wheeler, own, home, told, leave, olsen, stayed, relatives, another, wheeler, person, interest, case, consider, suspect, sheriff, also, look, intruder, unknown, victim, could, kill, dan, whitcomb, los, angeles, edit, peter, cooneyour"
"labour, back, bid, avoid, deal, brexit","January 23, 2019","london, britains, opposition, labour, party, back, attempt, block, nodeal, brexit, lawmaker, report, told, second, referendum, back, amendment, steve, hawkes, sun, deputy, political, editor, twitter, refer, lawmaker, back, alistair, smout, edit, guy"
"turkey, lift, flight, ban, northern, iraq, haberturk","January 23, 2019","istanbul, turkey, ban, flight, northern, iraqs, lift, turkish, transport, minister, cahit, turhan, quote, haberturk, add, would, flight, per, weekin, turkey, close, airspace, flight, iraqs, kurdish, region, response, referendum, former, prime, minister, binali, yildirim, turkey, airspace, flight, erbil, would, ezgi, erkoyun, write, ali, edit, daren, butlerour"
"glendening, guide, wing, oiler","January 23, 2019","luke, glendening, score, goal, visit, detroit, red, wing, hand, edmonton, oiler, third, loss, glendening, raise, season, total, goal, dylan, larkin, also, score, detroit, andreas, athanasiou, add, assist, jimmy, howard, stop, shot, red, wing, fourth, game, leon, draisaitl, goal, assist, oiler, matthew, benning, also, score, mikko, koskinen, make, savesthe, red, wing, outshot, oiler, period, neither, team, score, edmonton, kill, penalty, come, empty, lone, powerplay, edge, shot, goal, second, period, take, leadlarkin, record, seventh, point, game, mark, period, pick, loose, puck, center, ice, skate, edmonton, zone, drop, pas, gustav, return, puck, larkin, rip, shot, circle, beat, koskinen, stick, side, tyler, bertuzzi, also, pick, assistthe, wing, make, midway, point, second, period, oiler, turn, puck, offensive, zone, darren, helm, skate, edmonton, territory, find, glendening, defense, glendening, tap, puck, koskinen, athanasiou, get, make, onegoal, margin, third, draisaitl, bang, rebound, wideopen, net, shot, point, tip, bounced, howard, leave, shoulder, alex, chiasson, darnell, nurse, pick, restored, detroit, twogoal, lead, skate, left, side, beat, koskinen, pad, filip, hronek, athanasiou, credit, edmonton, net, empty, benning, score, slap, shot, circle, traffic, make, third, period, draisaitl, connor, mcdavid, receive, level, mediaour"
"italy, minister, single, telecom, network, efficient","January 23, 2019","davos, single, telecom, network, italy, would, efficient, solution, government, could, expect, favour, economy, minister, giovanni, tria, tell, add, however, matter, private, company, decideopen, fiber, own, utility, enel, state, lender, cdp, roll, fibre, optic, network, direct, italy, big, phone, group, telecom, italiasign, silvia, aloisi, write, francesca, landini, edit, valentina, zaour"
"france, edf, buy, pct, stake, conergies, group","January 23, 2019","paris, french, power, utility, edf, buy, percent, stake, amount, african, company, conergies, group, lead, west, african, energy, company, project, ivory, coast, mali, senegal, burkina, faso, benin, guinea, sudip, kargupta, edit, jason, neelyour"
"uk, police, search, soccer, star, sala, focus, life, raft, scenario","January 23, 2019","london, police, search, english, channel, miss, cardiff, city, soccer, star, emiliano, sala, effort, plane, land, water, make, life, raft, board, british, police, sala, pilot, land, elsewhere, make, contact, pick, pass, ship, aircraft, break, contact, waterour, search, area, life, raft, option, guernsey, police, alistair, smout, edit, guy"
"body, exile, thai, activist, stuff, concrete","January 23, 2019","bangkok, thai, army, knowledge, exile, critic, military, royal, family, whose, body, police, find, stuffed, concrete, mekong, river, border, laosrights, group, express, concern, last, men, another, activist, exile, lao, flee, threat, arrest, military, coup, test, confirm, body, discover, late, last, belong, chatcharn, buppawan, kraidej, luelert, thai, confirm, close, aide, political, activist, surachai, operate, online, radio, programme, critical, thailand, junta, monarchy, lao, also, last, still, missingthe, police, cause, death, sign, bullet, hole, wound, stomach, cut, stuff, concrete, tie, make, sink, also, stab, wound, police, major, general, thanachart, tell, reutersthe, activist, laos, raise, concern, group, critic, thai, monarchy, army, target, exilea, military, officer, however, dismiss, idea, army, group, people, live, outside, area, could, anything, lieutenant, general, tharakorn, second, army, region, commander, tell, laos, many, year, know, whether, problem, people, saidthe, thai, military, seize, power, coup, end, week, political, turmoil, street, flee, thailand, coup, include, cabinet, minister, university, professor, political, activist, gain, asylum, western, country, majority, live, lao, charge, thailand, tough, law, carry, sentence, year, defame, insulting, member, royal, familynone, activist, publicly, extradite, back, thailand, least, activist, laos, another, human, watch, saidit, clear, danger, trairong, sinseubpol, another, thai, activist, exile, thing, different, laos, doesnt, look, safe, panarat, panu"
"explosion, hit, yemeni, capital, sanaa, alarabiya, tv","January 23, 2019","cairo, explosion, hit, south, yemen, houthiheld, capital, sanaa, early, operation, target, missile, weapon, cache, saudiowned, al, arabiya, tv, immediate, report, mohamed"
"china, cnooc, boost, spend, target, fiveyear, high, increase, domestic, drilling","January 23, 2019","china, stateowned, offshore, oil, gas, producer, cnooc, confident, achieve, spending, target, high, respond, call, build, nation, petroleum, output, company, plan, spend, pound, yuan, production, cnooc, press, release, compare, expect, yuan, capital, spending, beijing, call, state, oil, giant, increase, domestic, help, meet, strong, crude, demand, counter, fall, output, mature, field, come, president, xi, jinping, urged, oil, company, improve, national, security, boost, domestic, production, reservesin, response, call, cnooc, pledge, last, double, activity, prove, oil, gas, reserve, next, yearsthe, company, allocate, spending, domestic, production, make, percent, total, versus, last, year, percentour, main, focus, explore, large, oil, gas, field, speed, natural, gas, company, plan, publish, drill, take, yuan, percent, total, spending, overseas, work, account, remain, percentthe, yuan, compare, yuan, estimate, nearly, double, graphic, cnooc, offshore, operating, region, global, cnooc, speed, spending, stabroek, block, offshore, guyana, exxon, include, company, tap, reserve, barrel, oil, expect, bring, project, include, egina, oilfield, nigeria, huizhou, oilfield, south, sea, stream, company, saidit, also, expect, drill, well, saidthe, company, total, oil, gas, production, reach, barrel, oil, equivalent, barrel, reduce, cost, produce, barrel, oil, company, chief, executive, officer, yuan, guangyu, presser, give, specific, domestic, production, account, percent, total, production, compare, percent, last, company, cnooc, operation, meng, meng, beijing, aizhu, chen, singapore, edit, tom, hogueour"
"insider, livewatch, boj, governor, press, conference, japanese","January 23, 2019","watch, japan, governor, haruhiko, kuroda, delivers, postpolicy, meet, press, conference, japanese, language, onlysign, uphereour, topicsus, license"
"happens, next, huawei, cfo, mengs, case","January 23, 2019","toronto, justice, department, pursue, huawei, ltds, chief, financial, officer, meng, wanzhou, arrest, canada, conspiracy, defraud, banksmeng, due, reappear, vancouver, court, set, court, date, arrest, spark, diplomatic, row, canada, arrest, detain, canadian, citizen, sentence, another, convict, drug, smuggler, deathwhat, process, canadathe, process, begin, warrant, country, canada, agreement, like, united, state, request, mengs, arrestthe, request, country, day, initial, arrest, make, formal, request, canada, justice, minister, david, lametti, appoint, last, cabinet, shuffle, day, receipt, request, decide, whether, issue, authority, proceed, grant, expect, mengs, case, would, send, british, columbia, supreme, court, happen, nextthe, hear, take, week, month, judge, determine, whether, case, meet, prima, facie, meaning, judge, jury, hear, believe, evidence, would, enough, judge, decides, evidence, strong, enough, issue, committal, order, justice, canadian, justice, minister, decide, whether, issue, surrender, order, would, extradite, meng, united, avenue, meng, contest, either, committal, order, judge, surrender, order, minister, could, stretch, case, year, lawyer, tell, canadian, minister, ask, extra, timewhen, there, deadline, generally, speak, minister, doesnt, power, get, extension, lawyer, brock, martland, add, minister, would, likely, want, go, book, highly, casewhat, justice, minister, take, factor, loom, large, martland, political, want, person, elderly, fare, well, jail, arise, commonly, addedthere, tend, strong, sense, obligation, partner, martland, saidbut, think, case, minister, maybe, concern, whether, process, fairness, process, isnt, beus, president, tell, would, intervene, mengs, case, would, serve, trade, security, march, thing, becomes, clear, isnt, theyre, run, could, lead, minister, end, im, prepared, order, surrender, martland, saidhow, arrange, arrest, foreign, state, united, state, cannot, simply, ask, foreign, arrest, turn, individual, request, must, make, department, justice, office, affair, oiathe, oia, maintains, line, country, next, step, lead, arrest, anna, mehler, paperny, edit, meredith"
"jj, state, settle, hip, implant, claim","January 23, 2019","johnson, johnson, depuy, unit, agree, pay, resolve, deceptive, marketing, claim, several, state, company, hip, general, state, announce, settlement, agreement, statement, allege, depuy, engage, unfair, deceptive, practice, promotion, asr, xl, pinnacle, ultamet, hip, implant, statement, settlement, involve, admission, liability, misconduct, part, synthes, remain, committed, meeting, current, future, need, orthopedic, surgeon, patient, company, saidthe, state, claim, jj, make, mislead, claim, longevity, hip, implant, patient, frequently, undergo, revision, surgery, company, advertise, timeframe, yearsunder, tuesday, settlement, agreement, depuy, require, maintain, postmarket, program, update, procedure, track, complaint, hip, implant, accord, statement, york, attorney, general, letitia, jamesdepuy, announce, worldwide, voluntary, recall, asr, hip, implant, system, percent, fail, year, would, pay, least, company, settle, lawsuit, patient, asr, implant, removedin, depuy, cease, sell, pinnacle, device, food, drug, artificial, hip, hip, implant, also, come, scrutiny, product, cause, buildup, metal, ion, blood, cause, groin, pain, allergic, reaction, bone, erosion, tissue, deaththe, company, face, lawsuit, unite, state, pinnacle, device, connection, claimsjj, denies, consumer, claim, relate, pinnacle, product, company, act, test, marketing, tina, bellon, york, edit, chizu, nomiyama, james"
"former, barclays, boss, face, london, trial, qatari, cash, call","January 7, 2019","london, senior, banker, face, criminal, charge, britain, conduct, financial, crisis, prepare, appear, london, jury, trial, test, mettle, serious, fraud, john, varley, onetime, colleague, stand, charge, deal, qatari, investor, secure, cash, injection, allow, bank, trace, origins, back, survive, crisis, decade, agothe, trial, start, slat, last, month, start, lengthy, legal, procedural, argument, expect, case, varley, marry, family, help, build, barclays, roger, jenkins, onetime, chairman, middle, eastern, banking, arm, tom, kalaris, former, wealth, division, ceo, richard, boath, former, european, divisional, head, charge, conspiracy, commit, boath, kalaris, decline, comment, legal, defendant, respond, request, charge, file, lawyer, jenkins, client, would, vigorously, defend, boath, case, secure, pound, emergency, fund, mainly, gulf, investor, market, plunge, allow, avoid, state, bailouts, take, rival, royal, bank, hold, part, qatar, investment, authority, sovereign, wealth, fund, challenger, investment, vehicle, former, qatari, prime, minister, sheikh, hamad, bin, jassim, bin, jabr, althani, invest, pound, bankbut, sfo, prosecutes, serious, white, collar, crime, charge, men, capital, raise, qatar, hold, challenger, qatar, major, investor, britain, accuse, sfo, much, scrutiny, wellheeled, defendant, court, throw, separate, charge, barclays, capital, raise, judge, last, halt, former, senior, manager, osofsky, take, top, job, agency, last, stand, back, handle, barclays, case, potential, conflict, interest, link, previous, work, mark, thompson, appoint, interim, sfo, head, osofsky, take, post, oversee, casethe, start, briskly, sfo, retrial, former, barclays, trader, accuse, plot, rig, euribor, global, interest, rate, kick, jury, unable, reach, verdict, case, last, kirstin, ridley, edit, keith, weirour"
"black, panther, lead, popular, film, oscar, best, picture, pack","January 22, 2019","los, angeles, marvel, studio, film, black, panther, make, oscar, history, land, first, best, picture, nomination, superhero, movie, muscle, contest, recently, dominate, arthouse, fareother, boxoffice, hit, nominee, movie, industrys, top, prize, include, musical, remake, star, bear, rock, biopic, bohemian, inclusion, popular, film, contrast, year, academy, motion, picture, art, science, favour, dramas, small, audience, snub, commercial, success, wonder, womanthe, academy, attempt, address, issue, propose, popular, film, category, idea, quickly, scrap, criticism, would, create, twotier, system, popular, less, mainstream, show, popular, film, break, best, picture, race, field, reflect, perfect, art, commerce, paul, senior, medium, analyst, firm, academy, clearly, honour, film, art, filmmaking, thus, level, talent, widely, see, film, run, could, help, boost, rating, oscar, telecast, walt, disney, abc, audience, last, year, show, drop, alltime, low, critic, crop, littleseen, nominee, likely, factoritem, file, photo, nd, hollywood, film, award, show, beverly, hill, california, michael, jordan, watch, nate, moore, ryan, coogler, accept, hollywood, film, award, black, panther, photofile, photo, nd, hollywood, film, award, show, beverly, hill, california, michael, jordan, watch, nate, moore, ryan, coogler, accept, hollywood, film, award, black, panther, tabblack, panther, movie, united, state, canada, worldwide, ticket, sale, release, marvel, first, superhero, film, feature, black, castthe, movie, hail, bringing, african, pride, beauty, bigscreen, adventure, receive, include, st, century, fox, bohemian, rhapsody, late, queen, singer, freddie, mercury, rung, global, box, office, star, bear, att, inc, warner, bros, also, contender, gross, millionthe, nominee, also, include, foxs, british, period, comedy, favourite, gross, political, satire, vice, millionfor, graphic, ticket, sale, best, picture, nominee, typically, see, boost, ticket, sale, oscar, unknown, many, people, see, another, best, picture, nominee, netflix, incs, drama, rom, netflix, release, ticket, sale, data, theatre, disclose, many, people, watch, rom, stream, lisa, richwine, edit, jonathan, oatisour"
"copper, output, rise, pct","January 23, 2019","chilean, copper, miner, plc, report, percent, jump, production, bolster, good, grade, output, centinela, mine, maintain, production, guidance, come, yearthe, ftse, company, production, rise, tonne, tonne, report, earlier, led, production, tonne, percent, advance, previous, yearsign, devika, syamnath, muvija, bengaluru, edit, gopakumar, warrierour, topicsus, license"
"lira, rand, rouble, volatility, gauge, fall, low","January 23, 2019","london, imply, volatility, gauge, turkish, lira, rouble, south, africa, rand, fell, sixmonth, low, rebound, sentiment, towards, emerge, market, gain, implied, vol, lira, drop, low, rouble, slid, gauge, rand, stand, compare, almost, mood, towards, emerge, market, improve, signal, federal, reserve, ease, investor, worry, run, interest, rate, hike, push, dollar, sharply, yearsign, marc, jones, edit, karin"
"falzons, game, lift, indiana","January 23, 2019","oftinjured, junior, forward, aaron, falzon, come, bench, drill, pointer, spark, victory, indiana, evanston, illfalzon, enter, point, minute, season, finish, point, minute, miss, shot, senior, center, dererk, pardon, point, senior, forward, vic, law, add, wildcat, big, rally, sevenpoint, firsthalf, forward, juwan, morgan, deliver, point, rebound, pace, indiana, lose, fifth, game, row, freshman, guard, rob, phinisee, point, freshman, guard, romeo, langford, manage, point, deal, injured, thumb, shoot, hand, sophomore, guard, justin, smith, post, point, own, lead, leave, first, half, head, coach, chris, collins, earn, th, win, decide, give, falzon, chance, starter, freshman, struggle, multiple, injury, recent, year, falzon, drill, pointer, stretch, help, wildcat, build, lead, hoosier, can, point, attempt, break, langford, enter, game, lead, big, rookies, point, per, limit, point, shotsthe, wildcat, lead, stood, minute, leave, game, falzon, reentered, go, work, law, can, backtoback, pointer, falzon, sank, free, throw, follow, another, pointer, give, lead, gowhen, falzon, swish, pointer, corner, front, giddy, bench, leave, pushed, wildcat, margin, indiana, play, suspend, junior, guard, devonte, green, injure, junior, forward, deron, davis, miss, freshman, forward, pete, nance, monofield, level, mediaour"
"prince, william, turn, davos, appearance","January 23, 2019","davos, britains, prince, william, turn, world, economic, forum, davos, quiz, tv, naturalist, david, call, world, leader, falter, step, tackle, endure, people, ask, question, quite, nice, able, turn, table, william, second, line, throne, joke, yearold, tv, whose, natural, history, program, include, blue, planet, ii, dynasty, difficult, overstate, urgent, climate, crisis, becomewe, numerous, powerful, actually, whole, ecosystem, even, notice, born, week, apart, williams, queen, hail, paris, climate, agreement, point, world, leader, recognize, danger, rise, note, universal, people, withdraw, saiditem, britain, prince, william, duke, cambridge, interview, naturalist, sir, david, world, economic, forum, wef, annual, meeting, davos, prince, william, duke, cambridge, interview, naturalist, sir, david, world, economic, forum, wef, annual, meeting, davos, last, sideline, un, climate, talk, poland, tell, president, limb, attitude, climate, changehis, advice, leader, gather, davos, care, natural, world, waste, resource, energy, foodwe, wreck, ease, wreck, even, notice, wreck, natural, world, end, wreck, forum, crystal, award, honor, warn, garden, eden, moreon, stage, william, momentsthe, former, air, ambulance, pilot, meet, praise, helicopter, pilot, help, achieve, camera, shot, netflix, series, planet, remark, helicopter, pilot, skillful, mark, trevelyan, edit, william, macleanour"
"sterling, rise, bet, nodeal, brexit, avert","January 23, 2019","world, fx, rate, sterling, brexit, vote, sterling, rise, sign, british, lawmaker, move, prevent, disorderly, nodeal, exit, european, unionwith, little, left, brexit, deadline, agreement, london, even, whether, exit, world, big, trading, blocbut, britains, opposition, labour, party, highly, likely, next, back, amendment, could, prevent, nodeal, brexit, long, see, worstcase, scenario, poundthat, lift, pound, percent, dollar, gmt, high, also, rise, third, versus, euro, pencea, majority, parliament, seem, emerge, favour, delay, brexit, date, result, sterling, able, maintain, gain, week, lan, nguyen, fx, strategist, caution, bet, sustain, rise, currency, delay, brexit, far, find, solution, hardline, brexiteers, would, never, tolerate, indefinite, delay, eu, exitthe, pound, boost, strong, employment, data, suggest, britain, labour, market, remain, robust, economic, slowdown, ahead, brexitif, lawmaker, back, amendment, lawmaker, yvette, cooper, vote, schedule, next, could, force, theresa, ask, eu, delay, britains, exit, bloc, would, need, approve, brussels, could, hesitant, protract, period, delay, certain, overall, brexit, outcome, help, sterling, chris, turner, head, foreign, exchange, strategy, ing, exchange, poll, last, saw, pound, gain, percent, dollar, assume, britain, eu, part, way, tom, finn, edit, andrew, heavensour"
